meta_user,line_number,pid,component,timestamp,_format,severity,masked_log,process,raw_log,message,hostname,event
USER_002,14,PID_013,pam_unix,Jun 15 04:06:18,bsd_syslog,,"Jun 15 04:06:18 HOST_001 su(pam_unix)[PID_013]: session opened for user USER_002 by (uid=0)
",su,"Jun 15 04:06:18 combo su(pam_unix)[21416]: session opened for user cyrus by (uid=0)
",session opened for user USER_002 by (uid=0),HOST_001,session_opened
USER_003,17,PID_014,pam_unix,Jun 15 04:12:42,bsd_syslog,,"Jun 15 04:12:42 HOST_001 su(pam_unix)[PID_014]: session opened for user USER_003 by (uid=0)
",su,"Jun 15 04:12:42 combo su(pam_unix)[22644]: session opened for user news by (uid=0)
",session opened for user USER_003 by (uid=0),HOST_001,session_opened
USER_002,73,PID_042,pam_unix,Jun 16 04:10:22,bsd_syslog,,"Jun 16 04:10:22 HOST_001 su(pam_unix)[PID_042]: session opened for user USER_002 by (uid=0)
",su,"Jun 16 04:10:22 combo su(pam_unix)[25178]: session opened for user cyrus by (uid=0)
",session opened for user USER_002 by (uid=0),HOST_001,session_opened
USER_003,76,PID_043,pam_unix,Jun 16 04:16:17,bsd_syslog,,"Jun 16 04:16:17 HOST_001 su(pam_unix)[PID_043]: session opened for user USER_003 by (uid=0)
",su,"Jun 16 04:16:17 combo su(pam_unix)[25548]: session opened for user news by (uid=0)
",session opened for user USER_003 by (uid=0),HOST_001,session_opened
USER_002,78,PID_044,pam_unix,Jun 17 04:03:33,bsd_syslog,,"Jun 17 04:03:33 HOST_001 su(pam_unix)[PID_044]: session opened for user USER_002 by (uid=0)
",su,"Jun 17 04:03:33 combo su(pam_unix)[27953]: session opened for user cyrus by (uid=0)
",session opened for user USER_002 by (uid=0),HOST_001,session_opened
USER_003,81,PID_045,pam_unix,Jun 17 04:09:43,bsd_syslog,,"Jun 17 04:09:43 HOST_001 su(pam_unix)[PID_045]: session opened for user USER_003 by (uid=0)
",su,"Jun 17 04:09:43 combo su(pam_unix)[29190]: session opened for user news by (uid=0)
",session opened for user USER_003 by (uid=0),HOST_001,session_opened
USER_005,92,PID_055,pam_unix,Jun 17 20:29:26,bsd_syslog,,"Jun 17 20:29:26 HOST_001 sshd(pam_unix)[PID_055]: session opened for user USER_005 by (uid=509)
",sshd,"Jun 17 20:29:26 combo sshd(pam_unix)[30631]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_002,137,PID_088,pam_unix,Jun 18 04:07:05,bsd_syslog,,"Jun 18 04:07:05 HOST_001 su(pam_unix)[PID_088]: session opened for user USER_002 by (uid=0)
",su,"Jun 18 04:07:05 combo su(pam_unix)[31791]: session opened for user cyrus by (uid=0)
",session opened for user USER_002 by (uid=0),HOST_001,session_opened
USER_003,140,PID_089,pam_unix,Jun 18 04:12:42,bsd_syslog,,"Jun 18 04:12:42 HOST_001 su(pam_unix)[PID_089]: session opened for user USER_003 by (uid=0)
",su,"Jun 18 04:12:42 combo su(pam_unix)[32164]: session opened for user news by (uid=0)
",session opened for user USER_003 by (uid=0),HOST_001,session_opened
USER_002,142,PID_090,pam_unix,Jun 19 04:08:55,bsd_syslog,,"Jun 19 04:08:55 HOST_001 su(pam_unix)[PID_090]: session opened for user USER_002 by (uid=0)
",su,"Jun 19 04:08:55 combo su(pam_unix)[2192]: session opened for user cyrus by (uid=0)
",session opened for user USER_002 by (uid=0),HOST_001,session_opened
USER_003,148,PID_091,pam_unix,Jun 19 04:15:18,bsd_syslog,,"Jun 19 04:15:18 HOST_001 su(pam_unix)[PID_091]: session opened for user USER_003 by (uid=0)
",su,"Jun 19 04:15:18 combo su(pam_unix)[3676]: session opened for user news by (uid=0)
",session opened for user USER_003 by (uid=0),HOST_001,session_opened
USER_002,162,PID_104,pam_unix,Jun 20 04:02:54,bsd_syslog,,"Jun 20 04:02:54 HOST_001 su(pam_unix)[PID_104]: session opened for user USER_002 by (uid=0)
",su,"Jun 20 04:02:54 combo su(pam_unix)[9187]: session opened for user cyrus by (uid=0)
",session opened for user USER_002 by (uid=0),HOST_001,session_opened
USER_003,165,PID_105,pam_unix,Jun 20 04:08:37,bsd_syslog,,"Jun 20 04:08:37 HOST_001 su(pam_unix)[PID_105]: session opened for user USER_003 by (uid=0)
",su,"Jun 20 04:08:37 combo su(pam_unix)[9558]: session opened for user news by (uid=0)
",session opened for user USER_003 by (uid=0),HOST_001,session_opened
USER_002,188,PID_117,pam_unix,Jun 21 04:06:57,bsd_syslog,,"Jun 21 04:06:57 HOST_001 su(pam_unix)[PID_117]: session opened for user USER_002 by (uid=0)
",su,"Jun 21 04:06:57 combo su(pam_unix)[12098]: session opened for user cyrus by (uid=0)
",session opened for user USER_002 by (uid=0),HOST_001,session_opened
USER_003,191,PID_118,pam_unix,Jun 21 04:13:03,bsd_syslog,,"Jun 21 04:13:03 HOST_001 su(pam_unix)[PID_118]: session opened for user USER_003 by (uid=0)
",su,"Jun 21 04:13:03 combo su(pam_unix)[13327]: session opened for user news by (uid=0)
",session opened for user USER_003 by (uid=0),HOST_001,session_opened
USER_002,222,PID_148,pam_unix,Jun 22 04:05:58,bsd_syslog,,"Jun 22 04:05:58 HOST_001 su(pam_unix)[PID_148]: session opened for user USER_002 by (uid=0)
",su,"Jun 22 04:05:58 combo su(pam_unix)[16663]: session opened for user cyrus by (uid=0)
",session opened for user USER_002 by (uid=0),HOST_001,session_opened
USER_003,225,PID_149,pam_unix,Jun 22 04:11:42,bsd_syslog,,"Jun 22 04:11:42 HOST_001 su(pam_unix)[PID_149]: session opened for user USER_003 by (uid=0)
",su,"Jun 22 04:11:42 combo su(pam_unix)[17037]: session opened for user news by (uid=0)
",session opened for user USER_003 by (uid=0),HOST_001,session_opened
USER_002,282,PID_194,pam_unix,Jun 23 04:05:28,bsd_syslog,,"Jun 23 04:05:28 HOST_001 su(pam_unix)[PID_194]: session opened for user USER_002 by (uid=0)
",su,"Jun 23 04:05:28 combo su(pam_unix)[19534]: session opened for user cyrus by (uid=0)
",session opened for user USER_002 by (uid=0),HOST_001,session_opened
USER_003,285,PID_195,pam_unix,Jun 23 04:13:08,bsd_syslog,,"Jun 23 04:13:08 HOST_001 su(pam_unix)[PID_195]: session opened for user USER_003 by (uid=0)
",su,"Jun 23 04:13:08 combo su(pam_unix)[24180]: session opened for user news by (uid=0)
",session opened for user USER_003 by (uid=0),HOST_001,session_opened
USER_002,296,PID_205,pam_unix,Jun 24 04:05:34,bsd_syslog,,"Jun 24 04:05:34 HOST_001 su(pam_unix)[PID_205]: session opened for user USER_002 by (uid=0)
",su,"Jun 24 04:05:34 combo su(pam_unix)[26938]: session opened for user cyrus by (uid=0)
",session opened for user USER_002 by (uid=0),HOST_001,session_opened
USER_003,299,PID_206,pam_unix,Jun 24 04:11:12,bsd_syslog,,"Jun 24 04:11:12 HOST_001 su(pam_unix)[PID_206]: session opened for user USER_003 by (uid=0)
",su,"Jun 24 04:11:12 combo su(pam_unix)[27311]: session opened for user news by (uid=0)
",session opened for user USER_003 by (uid=0),HOST_001,session_opened
USER_002,314,PID_220,pam_unix,Jun 25 04:04:25,bsd_syslog,,"Jun 25 04:04:25 HOST_001 su(pam_unix)[PID_220]: session opened for user USER_002 by (uid=0)
",su,"Jun 25 04:04:25 combo su(pam_unix)[29690]: session opened for user cyrus by (uid=0)
",session opened for user USER_002 by (uid=0),HOST_001,session_opened
USER_003,317,PID_221,pam_unix,Jun 25 04:10:34,bsd_syslog,,"Jun 25 04:10:34 HOST_001 su(pam_unix)[PID_221]: session opened for user USER_003 by (uid=0)
",su,"Jun 25 04:10:34 combo su(pam_unix)[30934]: session opened for user news by (uid=0)
",session opened for user USER_003 by (uid=0),HOST_001,session_opened
USER_002,370,PID_263,pam_unix,Jun 26 04:04:17,bsd_syslog,,"Jun 26 04:04:17 HOST_001 su(pam_unix)[PID_263]: session opened for user USER_002 by (uid=0)
",su,"Jun 26 04:04:17 combo su(pam_unix)[945]: session opened for user cyrus by (uid=0)
",session opened for user USER_002 by (uid=0),HOST_001,session_opened
USER_003,376,PID_264,pam_unix,Jun 26 04:10:02,bsd_syslog,,"Jun 26 04:10:02 HOST_001 su(pam_unix)[PID_264]: session opened for user USER_003 by (uid=0)
",su,"Jun 26 04:10:02 combo su(pam_unix)[1546]: session opened for user news by (uid=0)
",session opened for user USER_003 by (uid=0),HOST_001,session_opened
USER_002,378,PID_265,pam_unix,Jun 27 04:02:47,bsd_syslog,,"Jun 27 04:02:47 HOST_001 su(pam_unix)[PID_265]: session opened for user USER_002 by (uid=0)
",su,"Jun 27 04:02:47 combo su(pam_unix)[7031]: session opened for user cyrus by (uid=0)
",session opened for user USER_002 by (uid=0),HOST_001,session_opened
USER_003,381,PID_266,pam_unix,Jun 27 04:08:56,bsd_syslog,,"Jun 27 04:08:56 HOST_001 su(pam_unix)[PID_266]: session opened for user USER_003 by (uid=0)
",su,"Jun 27 04:08:56 combo su(pam_unix)[8269]: session opened for user news by (uid=0)
",session opened for user USER_003 by (uid=0),HOST_001,session_opened
USER_002,388,PID_272,pam_unix,Jun 28 04:03:15,bsd_syslog,,"Jun 28 04:03:15 HOST_001 su(pam_unix)[PID_272]: session opened for user USER_002 by (uid=0)
",su,"Jun 28 04:03:15 combo su(pam_unix)[10735]: session opened for user cyrus by (uid=0)
",session opened for user USER_002 by (uid=0),HOST_001,session_opened
USER_003,391,PID_273,pam_unix,Jun 28 04:09:00,bsd_syslog,,"Jun 28 04:09:00 HOST_001 su(pam_unix)[PID_273]: session opened for user USER_003 by (uid=0)
",su,"Jun 28 04:09:00 combo su(pam_unix)[11106]: session opened for user news by (uid=0)
",session opened for user USER_003 by (uid=0),HOST_001,session_opened
USER_002,445,PID_321,pam_unix,Jun 29 04:03:10,bsd_syslog,,"Jun 29 04:03:10 HOST_001 su(pam_unix)[PID_321]: session opened for user USER_002 by (uid=0)
",su,"Jun 29 04:03:10 combo su(pam_unix)[13665]: session opened for user cyrus by (uid=0)
",session opened for user USER_002 by (uid=0),HOST_001,session_opened
USER_003,448,PID_322,pam_unix,Jun 29 04:09:29,bsd_syslog,,"Jun 29 04:09:29 HOST_001 su(pam_unix)[PID_322]: session opened for user USER_003 by (uid=0)
",su,"Jun 29 04:09:29 combo su(pam_unix)[14891]: session opened for user news by (uid=0)
",session opened for user USER_003 by (uid=0),HOST_001,session_opened
USER_002,503,PID_376,pam_unix,Jun 30 04:03:41,bsd_syslog,,"Jun 30 04:03:41 HOST_001 su(pam_unix)[PID_376]: session opened for user USER_002 by (uid=0)
",su,"Jun 30 04:03:41 combo su(pam_unix)[17407]: session opened for user cyrus by (uid=0)
",session opened for user USER_002 by (uid=0),HOST_001,session_opened
USER_003,506,PID_377,pam_unix,Jun 30 04:09:30,bsd_syslog,,"Jun 30 04:09:30 HOST_001 su(pam_unix)[PID_377]: session opened for user USER_003 by (uid=0)
",su,"Jun 30 04:09:30 combo su(pam_unix)[17778]: session opened for user news by (uid=0)
",session opened for user USER_003 by (uid=0),HOST_001,session_opened
USER_005,585,PID_423,pam_unix,Jun 30 22:16:32,bsd_syslog,,"Jun 30 22:16:32 HOST_001 sshd(pam_unix)[PID_423]: session opened for user USER_005 by (uid=509)
",sshd,"Jun 30 22:16:32 combo sshd(pam_unix)[19432]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,586,PID_424,pam_unix,Jun 30 22:16:32,bsd_syslog,,"Jun 30 22:16:32 HOST_001 sshd(pam_unix)[PID_424]: session opened for user USER_005 by (uid=509)
",sshd,"Jun 30 22:16:32 combo sshd(pam_unix)[19431]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,587,PID_425,pam_unix,Jun 30 22:16:32,bsd_syslog,,"Jun 30 22:16:32 HOST_001 sshd(pam_unix)[PID_425]: session opened for user USER_005 by (uid=509)
",sshd,"Jun 30 22:16:32 combo sshd(pam_unix)[19433]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,588,PID_426,pam_unix,Jun 30 22:16:32,bsd_syslog,,"Jun 30 22:16:32 HOST_001 sshd(pam_unix)[PID_426]: session opened for user USER_005 by (uid=509)
",sshd,"Jun 30 22:16:32 combo sshd(pam_unix)[19434]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,589,PID_427,pam_unix,Jun 30 22:16:32,bsd_syslog,,"Jun 30 22:16:32 HOST_001 sshd(pam_unix)[PID_427]: session opened for user USER_005 by (uid=509)
",sshd,"Jun 30 22:16:32 combo sshd(pam_unix)[19435]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,590,PID_428,pam_unix,Jun 30 22:16:32,bsd_syslog,,"Jun 30 22:16:32 HOST_001 sshd(pam_unix)[PID_428]: session opened for user USER_005 by (uid=509)
",sshd,"Jun 30 22:16:32 combo sshd(pam_unix)[19436]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,591,PID_429,pam_unix,Jun 30 22:16:32,bsd_syslog,,"Jun 30 22:16:32 HOST_001 sshd(pam_unix)[PID_429]: session opened for user USER_005 by (uid=509)
",sshd,"Jun 30 22:16:32 combo sshd(pam_unix)[19438]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,592,PID_430,pam_unix,Jun 30 22:16:32,bsd_syslog,,"Jun 30 22:16:32 HOST_001 sshd(pam_unix)[PID_430]: session opened for user USER_005 by (uid=509)
",sshd,"Jun 30 22:16:32 combo sshd(pam_unix)[19437]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,595,PID_431,pam_unix,Jun 30 22:16:32,bsd_syslog,,"Jun 30 22:16:32 HOST_001 sshd(pam_unix)[PID_431]: session opened for user USER_005 by (uid=509)
",sshd,"Jun 30 22:16:32 combo sshd(pam_unix)[19439]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,596,PID_432,pam_unix,Jun 30 22:16:32,bsd_syslog,,"Jun 30 22:16:32 HOST_001 sshd(pam_unix)[PID_432]: session opened for user USER_005 by (uid=509)
",sshd,"Jun 30 22:16:32 combo sshd(pam_unix)[19440]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_002,615,PID_443,pam_unix,Jul  1 04:05:17,bsd_syslog,,"Jul  1 04:05:17 HOST_001 su(pam_unix)[PID_443]: session opened for user USER_002 by (uid=0)
",su,"Jul  1 04:05:17 combo su(pam_unix)[20298]: session opened for user cyrus by (uid=0)
",session opened for user USER_002 by (uid=0),HOST_001,session_opened
USER_003,618,PID_444,pam_unix,Jul  1 04:11:35,bsd_syslog,,"Jul  1 04:11:35 HOST_001 su(pam_unix)[PID_444]: session opened for user USER_003 by (uid=0)
",su,"Jul  1 04:11:35 combo su(pam_unix)[21530]: session opened for user news by (uid=0)
",session opened for user USER_003 by (uid=0),HOST_001,session_opened
USER_005,620,PID_445,pam_unix,Jul  1 05:02:26,bsd_syslog,,"Jul  1 05:02:26 HOST_001 sshd(pam_unix)[PID_445]: session opened for user USER_005 by (uid=509)
",sshd,"Jul  1 05:02:26 combo sshd(pam_unix)[21689]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,622,PID_446,pam_unix,Jul  1 05:02:26,bsd_syslog,,"Jul  1 05:02:26 HOST_001 sshd(pam_unix)[PID_446]: session opened for user USER_005 by (uid=509)
",sshd,"Jul  1 05:02:26 combo sshd(pam_unix)[21691]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,624,PID_447,pam_unix,Jul  1 05:02:26,bsd_syslog,,"Jul  1 05:02:26 HOST_001 sshd(pam_unix)[PID_447]: session opened for user USER_005 by (uid=509)
",sshd,"Jul  1 05:02:26 combo sshd(pam_unix)[21692]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,626,PID_448,pam_unix,Jul  1 05:02:27,bsd_syslog,,"Jul  1 05:02:27 HOST_001 sshd(pam_unix)[PID_448]: session opened for user USER_005 by (uid=509)
",sshd,"Jul  1 05:02:27 combo sshd(pam_unix)[21693]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,651,PID_472,pam_unix,Jul  1 09:14:43,bsd_syslog,,"Jul  1 09:14:43 HOST_001 sshd(pam_unix)[PID_472]: session opened for user USER_005 by (uid=509)
",sshd,"Jul  1 09:14:43 combo sshd(pam_unix)[22099]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,652,PID_473,pam_unix,Jul  1 09:14:43,bsd_syslog,,"Jul  1 09:14:43 HOST_001 sshd(pam_unix)[PID_473]: session opened for user USER_005 by (uid=509)
",sshd,"Jul  1 09:14:43 combo sshd(pam_unix)[22104]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,654,PID_474,pam_unix,Jul  1 09:14:43,bsd_syslog,,"Jul  1 09:14:43 HOST_001 sshd(pam_unix)[PID_474]: session opened for user USER_005 by (uid=509)
",sshd,"Jul  1 09:14:43 combo sshd(pam_unix)[22106]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,656,PID_475,pam_unix,Jul  1 09:14:44,bsd_syslog,,"Jul  1 09:14:44 HOST_001 sshd(pam_unix)[PID_475]: session opened for user USER_005 by (uid=509)
",sshd,"Jul  1 09:14:44 combo sshd(pam_unix)[22112]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,669,PID_486,pam_unix,Jul  2 01:41:32,bsd_syslog,,"Jul  2 01:41:32 HOST_001 sshd(pam_unix)[PID_486]: session opened for user USER_005 by (uid=509)
",sshd,"Jul  2 01:41:32 combo sshd(pam_unix)[23533]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,670,PID_487,pam_unix,Jul  2 01:41:32,bsd_syslog,,"Jul  2 01:41:32 HOST_001 sshd(pam_unix)[PID_487]: session opened for user USER_005 by (uid=509)
",sshd,"Jul  2 01:41:32 combo sshd(pam_unix)[23534]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,671,PID_488,pam_unix,Jul  2 01:41:32,bsd_syslog,,"Jul  2 01:41:32 HOST_001 sshd(pam_unix)[PID_488]: session opened for user USER_005 by (uid=509)
",sshd,"Jul  2 01:41:32 combo sshd(pam_unix)[23535]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,672,PID_489,pam_unix,Jul  2 01:41:32,bsd_syslog,,"Jul  2 01:41:32 HOST_001 sshd(pam_unix)[PID_489]: session opened for user USER_005 by (uid=509)
",sshd,"Jul  2 01:41:32 combo sshd(pam_unix)[23536]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,677,PID_490,pam_unix,Jul  2 01:41:33,bsd_syslog,,"Jul  2 01:41:33 HOST_001 sshd(pam_unix)[PID_490]: session opened for user USER_005 by (uid=509)
",sshd,"Jul  2 01:41:33 combo sshd(pam_unix)[23544]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,679,PID_491,pam_unix,Jul  2 01:41:33,bsd_syslog,,"Jul  2 01:41:33 HOST_001 sshd(pam_unix)[PID_491]: session opened for user USER_005 by (uid=509)
",sshd,"Jul  2 01:41:33 combo sshd(pam_unix)[23545]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,680,PID_492,pam_unix,Jul  2 01:41:33,bsd_syslog,,"Jul  2 01:41:33 HOST_001 sshd(pam_unix)[PID_492]: session opened for user USER_005 by (uid=509)
",sshd,"Jul  2 01:41:33 combo sshd(pam_unix)[23546]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
USER_005,681,PID_493,pam_unix,Jul  2 01:41:33,bsd_syslog,,"Jul  2 01:41:33 HOST_001 sshd(pam_unix)[PID_493]: session opened for user USER_005 by (uid=509)
",sshd,"Jul  2 01:41:33 combo sshd(pam_unix)[23547]: session opened for user test by (uid=509)
",session opened for user USER_005 by (uid=509),HOST_001,session_opened
